# index, name, _pos
15858,T 229,"array([-12.01282646,  31.59846488])"
15859,T 230,"array([-12.2576482 ,  31.10027743])"
15860,T 426/2,"array([-8.55539886, 34.24315187])"
15861,T@ 16/4,"array([-7.98461214, 29.46465704])"
15862,FF 107,"array([-13.26211917,  28.81524386])"
15863,FF 111,"array([-12.05392098,  27.31884453])"
15864,FF 112,"array([-12.31559007,  28.09429581])"
15865,FF 127,"array([-13.2808364 ,  30.02006348])"
15866,A 128,"array([-12.12340741,  29.69778422])"
15867,A 129,"array([-11.50598646,  30.24424025])"
15868,ASPOT 38,"array([-12.19015161,  32.03232626])"
15869,SS3 135,"array([-11.69421433,  30.97025199])"
15870,ST 112,"array([-12.04613506,  28.67951823])"
15871,ST 117,"array([-12.49458599,  28.53949715])"
15872,AF SPECIAL 1,"array([-8.83860973, 28.72925359])"
15873,GR2 21,"array([-7.81715903, 26.16382684])"
15874,AF SPECIAL,"array([-14.76929833,  27.2579364 ])"
15875,T 226,"array([-14.54467728,  30.63769064])"
15876,T 227,"array([-14.16599519,  31.09816981])"
15877,FF 234,"array([-14.39946648,  29.67725056])"
15878,FF 235,"array([-14.49450911,  29.80667808])"
15879,ROM 69,"array([-17.69850389,  31.58781759])"
15880,SS3 22,"array([-14.54654433,  33.13629751])"
15881,IM3 35,"array([-12.61329447,  30.30386152])"
15882,M/FAN 3/2,"array([-8.6726697 , 26.87050674])"
15883,M/CP 9/4,"array([-7.26347296, 22.15205105])"
15884,KZ2 3,"array([-13.01615962,  26.38675826])"
15885,KZ2 4,"array([-12.41631069,  26.63783197])"
15886,KZ2 5,"array([-12.97180517,  26.31189436])"
15887,GG 3,"array([-10.90796465,  21.56396256])"
15888,ASM 82,"array([-10.13745087,  23.92319282])"
15889,OU 2,"array([-8.9736683 , 28.21237014])"
15890,OU 3,"array([-7.30448136, 26.7578724 ])"
15891,FF 218,"array([-12.01044993,  27.06309836])"
15892,PPTSS 66,"array([-9.72382039, 24.32051475])"
15893,ASM@ 21,"array([-9.89304918, 24.22243187])"
15894,PPTSS 134,"array([-9.09869782, 23.29532014])"
15895,PPTSS 135,"array([-9.04272601, 23.56343784])"
15896,PPTSS 136,"array([-9.11954884, 23.39183968])"
15897,ASM:FO 3,"array([-10.55834804,  22.46041031])"
15898,PPSM2 12,"array([-10.82371465,  24.44007153])"
15899,ASM2 17,"array([-10.9213868 ,  24.46617722])"
15900,PPSM2 17,"array([-9.98741016, 23.18908324])"
15901,ELEK 18,"array([-11.5556863 ,  20.65149691])"
15902,E:ROE 3,"array([-10.45712414,  19.99700606])"
15903,BIZADV 28,"array([-10.88737278,  20.05364541])"
15904,E:A 1,"array([-10.88597706,  20.21582563])"
15905,E:A 2,"array([-10.74408984,  19.99137326])"
15906,E:A 3,"array([-10.73571931,  20.15995358])"
15907,E:A 4,"array([-9.24655715, 25.14709602])"
15908,E:A 5,"array([-9.31145918, 25.06844114])"
15909,E:A 6,"array([-9.18501428, 25.06412075])"
15910,E:A 7,"array([-10.27566157,  24.95552074])"
15911,E:A 8,"array([-10.45766809,  20.17500998])"
15912,W2 102,"array([-13.60950523,  24.18770293])"
15913,W2 104,"array([-13.87135411,  23.81078728])"
15914,ELEK 16,"array([-11.2679123 ,  21.45677501])"
15915,ELEK 17,"array([-11.59592474,  20.51941542])"
15916,ELEK 19,"array([-12.60009667,  21.89239645])"
15917,S-M '98,"array([-10.80723665,  20.92749353])"
15918,ELEK2 1,"array([-9.7973772 , 25.08302719])"
15919,PUN5 5,"array([-7.05666212, 19.86926982])"
15920,PUN5 10,"array([-7.1836445 , 19.76336139])"
15921,GAM3 2,"array([-17.3949468 ,  24.32519408])"
15922,S-M 52,"array([-11.58200477,  21.13990631])"
15923,WOSM 118,"array([-11.15998903,  21.67609414])"
15924,S-M 53,"array([-11.29349249,  21.73385078])"
15925,S-M 54,"array([-11.44954529,  22.28093109])"
15926,PPTSS 225,"array([-10.73268662,  22.32981199])"
15927,SM:FA 1,"array([-10.17993345,  21.76116439])"
15928,SM:FA 2,"array([-10.00928547,  21.8084817 ])"
15929,S-M 66,"array([-10.61291849,  22.51937416])"
15930,SS3 13,"array([-13.43612773,  32.01551224])"
15931,SS3 25,"array([-12.81648339,  32.50891058])"
15932,SS3 26,"array([-12.26941665,  32.84845083])"
15933,IMSVS 1/7,"array([-13.94067609,  30.06085073])"
15934,FF@ 24/3,"array([-12.85168371,  33.139224  ])"
15935,JIM 103,"array([-13.57453005,  32.08915069])"
15936,H2 102,"array([-13.65190083,  32.10350488])"
15937,T 403,"array([-14.59222697,  30.52550863])"
15938,M/CP 38/2,"array([-11.44590409,  30.99278404])"
15939,WM2 2,"array([-11.12373583,  30.71433904])"
15940,T 442,"array([-14.36255648,  31.28270751])"
15941,T 451/2,"array([-12.76932231,  30.40886074])"
15942,T 452/2,"array([-11.83295474,  30.7521107 ])"
15943,T 456/2,"array([-14.46730432,  33.21469873])"
15944,T 491,"array([-15.2232472 ,  31.15563632])"
15945,T 498,"array([-13.80944132,  33.05669468])"
15946,T 501,"array([-15.03122092,  33.04479259])"
15947,T 502,"array([-15.09010656,  30.94904933])"
15948,GR2 58,"array([-5.78170422, 26.17968934])"
15949,Q 7,"array([-12.04566485,  28.01115031])"
15950,WIW 1,"array([-12.75931208,  31.02057891])"
15951,SM:LY 1,"array([-11.56510487,  19.58016561])"
15952,S-H2 36,"array([-12.07943139,  32.94931177])"
15953,S-H2 38,"array([-13.33216784,  32.1169197 ])"
15954,IM 171,"array([-9.03165544, 28.44891401])"
15955,IM 175,"array([-9.14075229, 30.43155554])"
15956,IM 179,"array([-10.84966082,  31.08839251])"
15957,IM 183,"array([-8.14260859, 30.64171229])"
15958,IM 186,"array([-7.82597902, 30.29289703])"
15959,IM 189,"array([-7.89113161, 30.62917203])"
15960,IM 190,"array([-9.25699405, 30.1971753 ])"
15961,IM 191,"array([-8.94091124, 30.7839189 ])"
15962,IM 192,"array([-8.12064305, 30.96047112])"
15963,IM 206,"array([-9.16069101, 29.96458543])"
15964,IM 212,"array([-6.91949118, 28.27438956])"
15965,IM 213,"array([-6.88855416, 28.18552724])"
15966,IM 215,"array([-7.86777853, 31.2208059 ])"
15967,IM 216,"array([-8.17927011, 31.60433787])"
15968,IM 176,"array([-8.05728492, 30.82147589])"
15969,IM 181,"array([-8.82553133, 31.01769772])"
15970,M/TU 145,"array([-8.75598719, 28.05500804])"
15971,WI 23/2,"array([-16.22013727,  31.77501711])"
15972,RED RAVEN COMICS 9,"array([-15.0483193 ,  37.27216274])"
15973,WIW 9,"array([-13.57262559,  31.11942601])"
15974,WIW 11,"array([-13.40361513,  31.06311504])"
15975,M/HOL 1994/4,"array([-10.33083711,  32.43672471])"
15976,XMF 6,"array([-13.78530268,  27.55590179])"
15977,KZ4 16,"array([-12.56754543,  22.95714461])"
15978,ST 113,"array([-13.13304652,  28.43066367])"
15979,ST 119,"array([-13.72264872,  27.76858267])"
15980,ST 121,"array([-13.18174372,  27.69531202])"
15981,ST 124,"array([-13.35632936,  27.25778536])"
15982,ASM 17,"array([-11.53424048,  25.57144268])"
15983,ASM 8/2,"array([-12.93670071,  27.0979998 ])"
15984,ST 129,"array([-14.74028523,  29.55511917])"
15985,ST 130,"array([-11.6915527 ,  29.37485437])"
15986,ST 132,"array([-11.99238791,  30.00610034])"
15987,ST 133,"array([-12.12049942,  29.46825395])"
15988,M/CP 66/3,"array([-15.34897581,  30.13822302])"
15989,M/CP 67/3,"array([-16.17784184,  30.39198054])"
15990,M/CP 68/3,"array([-14.92561534,  29.58380333])"
15991,W2 61,"array([-13.79135646,  25.32650767])"
15992,W2 60,"array([-15.29120211,  24.94094725])"
15993,W2 62,"array([-15.69745089,  24.03334709])"
15994,W2 63,"array([-15.564035  ,  24.75221908])"
15995,W2 64,"array([-15.60029685,  23.99806485])"
15996,WOSM 113,"array([-10.87002212,  21.34220902])"
15997,PPSM2 2,"array([-12.42206846,  26.8334844 ])"
15998,T2 21,"array([-14.16195848,  31.78783841])"
15999,M/TU 30,"array([-9.21289259, 25.71318951])"
16000,CA 220/2,"array([-7.59503573, 27.07910021])"
16001,M/TU 114,"array([-9.29204902, 26.11887148])"
16002,CA 276/2,"array([-9.9552393 , 25.72403513])"
16003,CA 277/2,"array([-7.05578083, 27.60249729])"
16004,CA 278/2,"array([-7.58323216, 27.31836581])"
16005,FALC 1,"array([-7.67557787, 26.98200783])"
16006,FALC 2,"array([-7.66271947, 27.23204508])"
16007,FALC 3,"array([-7.73894858, 26.87964361])"
16008,FALC 4,"array([-7.76094275, 27.07607746])"
16009,SOLOA 6/2,"array([-7.80075802, 26.69327184])"
16010,M/SH3 13/2,"array([-10.03628613,  25.72552336])"
16011,M/CP 23/3,"array([-7.66847894, 27.33073931])"
16012,MSH3 2/7,"array([-7.67439336, 30.36959584])"
16013,CA@ 11/3,"array([-8.5352623 , 26.79119497])"
16014,M/SH3 12/2,"array([-10.61771748,  25.63054975])"
16015,M/CP 89/3,"array([-15.41064848,  30.9058075 ])"
16016,ASM 14,"array([-10.62534691,  25.71650481])"
16017,ASM 19,"array([-11.08658199,  25.37429193])"
16018,M/TU 39,"array([-11.78239234,  25.82288692])"
16019,PPTSS 19,"array([-11.14637402,  23.81129789])"
16020,PPTSS 20,"array([-11.24649531,  23.4764954 ])"
16021,ASM2 28,"array([-9.75575772, 22.63134807])"
16022,JIM 119/2,"array([-14.63745801,  32.16654751])"
16023,T 129/2,"array([-14.39221202,  32.51507515])"
16024,T 130/2,"array([-15.10863493,  32.66530009])"
16025,T 131/2,"array([-15.36591008,  32.21035098])"
16026,T 132/2,"array([-15.05431113,  32.47526887])"
16027,T 133/2,"array([-15.45877636,  31.63342761])"
16028,T 134/2,"array([-15.29301881,  32.58457129])"
16029,T 135/2,"array([-14.19009084,  32.57501001])"
16030,T 136/2,"array([-15.54255693,  31.8334401 ])"
16031,T 137/2,"array([-15.20063939,  32.63014491])"
16032,T 138/2,"array([-14.8388966 ,  32.76639109])"
16033,T 139/2,"array([-15.09472814,  32.76465579])"
16034,T 140/2,"array([-15.04323971,  32.61845685])"
16035,T 141/2,"array([-14.80583541,  32.84506999])"
16036,T 142/2,"array([-14.75215299,  32.06270568])"
16037,T 143/2,"array([-15.30910903,  32.3927469 ])"
16038,T 144/2,"array([-14.64458834,  32.87189545])"
16039,T 145/2,"array([-14.92252944,  32.74945456])"
16040,T 323,"array([-15.31274648,  31.49601625])"
16041,TTA 101,"array([-14.07988701,  31.39039245])"
16042,T 185,"array([-14.98143811,  32.21993527])"
16043,T 195,"array([-14.63566682,  32.01086203])"
16044,T 196,"array([-15.28571919,  31.74644275])"
16045,T 197,"array([-15.09073173,  31.30816821])"
16046,M/TU 7,"array([-12.42267511,  28.66905887])"
16047,T 211,"array([-14.30280101,  30.73776046])"
16048,T 213,"array([-15.48672081,  31.97058081])"
16049,T 240,"array([-14.80847406,  32.3726929 ])"
16050,T 242,"array([-15.31283775,  31.8223567 ])"
16051,T 243,"array([-15.11527541,  31.9729933 ])"
16052,T 245,"array([-15.25870949,  31.89830813])"
16053,M/SPT 30,"array([-16.01467934,  32.71138682])"
16054,M/SH3 5,"array([-15.4040563 ,  32.80402112])"
16055,BIZADV 32,"array([-14.72100707,  32.4896571 ])"
16056,T 325/2,"array([-15.56241452,  32.29031835])"
16057,T 336/2,"array([-14.22475508,  31.17002725])"
16058,T 355,"array([-15.29421083,  31.29480203])"
16059,T 365,"array([-15.21212525,  30.6578857 ])"
16060,T 400/2,"array([-16.04442624,  32.05793934])"
16061,T@ 17/3,"array([-15.87740051,  31.96237728])"
16062,T 416/2,"array([-16.80564769,  33.62853725])"
16063,T 420/2,"array([-15.65856901,  32.24366596])"
16064,T 421/2,"array([-15.56978576,  32.41071478])"
16065,T 422/2,"array([-15.47878497,  32.46430676])"
16066,IMSVS 2/3,"array([-14.24736331,  31.02922194])"
16067,T 482/2,"array([-15.76774124,  32.40802383])"
16068,GR2 45,"array([-5.2366199 , 26.75843424])"
16069,GR2 46,"array([-5.30564885, 26.61508008])"
16070,GR2 57,"array([-5.20219412, 26.49621722])"
16071,XF 112,"array([-16.76308775,  25.97192939])"
16072,XF 113,"array([-17.00120843,  25.94828433])"
16073,XF 118,"array([-17.32922656,  27.1810204 ])"
16074,M/TU 122,"array([-9.49617666, 27.13172141])"
16075,S-W3 14,"array([-6.52900316, 21.32333632])"
16076,HMAG 14,"array([-10.55151883,  34.78723711])"
16077,JIM 114/2,"array([-61.98821922,  51.51224132])"
16078,T 239,"array([-14.16450685,  31.69083271])"
16079,MAV2 2,"array([-17.43627416,  21.44592898])"
16080,MAV2 6,"array([-16.35315436,  22.66920372])"
16081,S-M 89,"array([-9.80610222, 22.33730946])"
16082,IM 274,"array([-8.91674322, 31.86445407])"
16083,ST 89,"array([-8.97429976, 35.53230505])"
16084,T 380,"array([-11.92537805,  33.86158211])"
16085,IM 267,"array([-8.4518575 , 32.12479129])"
16086,IM 268,"array([-8.61199688, 32.31005896])"
16087,IM 270,"array([-8.91212396, 31.96667016])"
16088,IM 275,"array([-10.37223061,  29.04319239])"
16089,ASPOT 24/2,"array([-8.05309101, 32.10599051])"
16090,ASPOT 20/2,"array([-8.15861824, 32.14195576])"
16091,AWC@ 4/3,"array([-8.71000522, 32.86027499])"
16092,IM 27,"array([-7.57742598, 31.25013789])"
16093,IM 48,"array([-7.75124185, 31.29177221])"
16094,IM 59,"array([-8.26211598, 31.0641115 ])"
16095,IM3 4,"array([-8.09493554, 31.33203226])"
16096,ROM 4,"array([-18.0010516 ,  31.73161116])"
16097,ROM 5,"array([-16.69760109,  32.54242144])"
16098,ROM 6,"array([-18.13351401,  31.46979641])"
16099,ROM 11,"array([-18.32102405,  32.15479906])"
16100,SK 1,"array([-19.89413908,  32.74261381])"
16101,SK 2,"array([-20.18599289,  33.02411777])"
16102,SK 3,"array([-20.16954226,  32.85735503])"
16103,M/CP 54/4,"array([-5.29640189, 29.09353407])"
16104,T 232,"array([-13.07027412,  31.07268622])"
16105,T 234,"array([-12.78283221,  30.95899581])"
16106,SS3 20,"array([-12.56688688,  31.48875945])"
16107,SS@ 5/3,"array([-12.67683812,  32.03870227])"
16108,NW@ 1/5,"array([-14.87414382,  23.83927945])"
16109,N 5,"array([-11.9993499 ,  27.71663066])"
16110,NW 13,"array([-13.11270197,  25.33637564])"
16111,DAMCON3 1,"array([-11.91870288,  26.89559937])"
16112,DAMCON3 2,"array([-12.54392979,  27.11712991])"
16113,FF 356,"array([-13.19911389,  27.40794258])"
16114,NW@ 2/3,"array([-14.54524396,  23.64371483])"
16115,NW 47,"array([-12.81504093,  25.70532877])"
16116,NO2 6,"array([-13.28064257,  25.22894983])"
16117,MC:A,"array([-12.05235704,  23.99228088])"
16118,PPTSS 227,"array([-12.27956089,  24.24187232])"
16119,PPTSS 228,"array([-12.22619556,  24.77597481])"
16120,WOSM 129,"array([-12.41276519,  24.53782504])"
16121,NW 75,"array([-13.17009213,  25.71613349])"
16122,ASM 70,"array([-9.93257693, 23.35520305])"
16123,ASM 84,"array([-9.33555647, 23.0285481 ])"
16124,ASM 85,"array([-9.67394802, 22.96338555])"
16125,ASM 164,"array([-9.66365347, 23.23266219])"
16126,ASM 197,"array([-9.32667524, 23.41676096])"
16127,UTSM -1,"array([-7.70613997, 23.23292788])"
16128,ST 142,"array([-8.36588531, 27.80231395])"
16129,MICRO 24,"array([-8.07892602, 28.45613092])"
16130,MICRO 25,"array([-8.03173639, 28.24468384])"
16131,IM 202,"array([-11.70728588,  27.06161711])"
16132,XF 147,"array([-19.14083012,  25.37874693])"
16133,MK3 8,"array([-7.70138857, 24.45467084])"
16134,MK3 9,"array([-7.7971538 , 24.30960211])"
16135,GR3 6,"array([-7.72665866, 24.15950067])"
16136,T@ 18,"array([-17.36686325,  37.39689987])"
16137,M/FAN2 3,"array([-5.36658575, 22.88537963])"
16138,AF2 13,"array([-16.88721197,  29.89763147])"
16139,H2 460,"array([-11.12642699,  34.94249036])"
16140,WM@ 1/3,"array([-12.21380476,  34.06531451])"
16141,WM2 16,"array([-11.24582636,  30.60202645])"
16142,ASM2 27,"array([-10.09766166,  21.41020741])"
16143,ASM '01,"array([-10.4433379 ,  22.27662969])"
16144,ASM@ 10,"array([-11.61278346,  22.89968611])"
16145,ASM 192,"array([-11.28506499,  23.96644357])"
16146,SS 8,"array([-10.5080782 ,  32.68719109])"
16147,SS 9,"array([-10.57739086,  32.94562515])"
16148,A 132,"array([-9.83123479, 30.5537217 ])"
16149,GSA 3,"array([-9.9043333 , 30.46263811])"
16150,S-W 40,"array([-11.29254281,  26.28117105])"
16151,PPTSS 167,"array([-10.24732896,  22.62893613])"
16152,CA@ 10/3,"array([-15.9680489 ,  27.80640986])"
16153,UX 256,"array([-14.23243605,  27.48582648])"
16154,XM 52,"array([-18.59141851,  24.46950116])"
16155,M-T 3,"array([-7.71282343, 33.67703028])"
16156,M-T 4,"array([-7.63628901, 33.76337037])"
16157,OU 8,"array([-7.42649061, 28.78709107])"
16158,ASM 225,"array([-9.32841416, 25.86897578])"
16159,FOOL 1,"array([-3.73630795, 25.51265734])"
16160,FOOL 2,"array([-3.60051296, 25.59729665])"
16161,FOOL 3,"array([-3.47074374, 25.89086404])"
16162,FOOL 4,"array([-2.89178865, 25.530538  ])"
16163,FOOL 5,"array([-3.12179   , 25.54008188])"
16164,FOOL 6,"array([-3.6116189 , 25.77492456])"
16165,FOOL 8,"array([-6.11051835, 24.78835098])"
16166,FOOL 9,"array([-3.36539588, 25.52615717])"
16167,FOOL 10,"array([-3.31389609, 25.69971431])"
16168,FOOL 7,"array([-1.2611341 , 24.27602072])"
16169,SUB-M 66,"array([-10.6657104 ,  32.40529669])"
16170,SUB-M 67,"array([-12.23635764,  30.87826745])"
16171,SUB-M 68,"array([-10.94707714,  31.3388482 ])"
16172,XFOR 7/2,"array([-19.09220986,  27.0428106 ])"
16173,XFOR 9/2,"array([-18.72883964,  26.98729249])"
16174,ASM 240,"array([-11.43266292,  23.59981835])"
16175,PPTSS 122,"array([-10.98103793,  25.1070044 ])"
16176,WOSM 92,"array([-8.18611924, 22.08471493])"
16177,PPTSS@ 14/2,"array([-9.83655339, 25.39999134])"
16178,DRSTR3 69,"array([-12.9526633 ,  25.53767703])"
16179,NM@ 4/3,"array([-12.86435103,  27.85729349])"
16180,ASM -1,"array([-10.01824155,  25.0683852 ])"
16181,S-M 86,"array([-10.11845502,  24.420233  ])"
16182,S-M 87,"array([-10.82678768,  24.08663846])"
16183,M/PRV 2/2,"array([-2.48764065, 24.85904488])"
16184,M/SA 1/4,"array([-2.32193643, 24.98022201])"
16185,HMAG 21/2,"array([-2.81262304, 24.71921974])"
16186,HMAG 22/2,"array([-2.95619952, 24.87533556])"
16187,HMAG 23/3,"array([-2.8403773 , 25.12525641])"
16188,HMAG 24/2,"array([-2.77031751, 24.95227643])"
16189,HMAG 25/3,"array([-2.99380088, 24.64126563])"
16190,M/PRV 20,"array([-2.41943462, 24.65488318])"
16191,M/PRV 20/2,"array([-2.39654743, 25.18512591])"
16192,WOSM 72,"array([-6.63681918, 25.15040946])"
16193,WOSM 10,"array([-7.32586131, 25.26743281])"
16194,GR2 63,"array([-6.12542293, 28.65128795])"
16195,M/SH3 11,"array([-4.80781944, 27.36241643])"
16196,MONF 3,"array([-3.16068173, 31.63682044])"
16197,MONF 4,"array([-3.38806892, 31.60986569])"
16198,MONF 1,"array([-3.6356147 , 32.30885313])"
16199,MONF 2,"array([-3.4515195 , 32.58551949])"
16200,MONF 5,"array([-3.22762725, 31.47780669])"
16201,FMON 6,"array([-3.02512529, 32.12744741])"
16202,FMON 7,"array([-3.18125674, 31.81832347])"
16203,FMON 10,"array([-3.22442128, 32.13573095])"
16204,FMON 11,"array([-3.1183261 , 32.31975014])"
16205,FMON 12,"array([-3.42263629, 32.15894225])"
16206,SS 7,"array([-7.67421804, 32.58525963])"
16207,MU 5/5,"array([-3.00035844, 31.73206141])"
16208,MU 6,"array([-3.53475023, 31.75998837])"
16209,MU 7,"array([-3.10049911, 31.96789614])"
16210,MU 8,"array([-3.34723057, 31.79755714])"
16211,MU 9,"array([-3.59342834, 32.11554069])"
16212,MU 10,"array([-3.31837321, 32.3066917 ])"
16213,FMON 13,"array([-3.31833423, 31.98929065])"
16214,FMON 14,"array([-3.26141437, 32.50077742])"
16215,FMON 15,"array([-3.51258157, 31.94662441])"
16216,FMON 16,"array([-3.48239062, 32.3815943 ])"
16217,FMON 17,"array([-3.01969411, 31.47707293])"
16218,FMON 18,"array([-3.64687947, 32.53915242])"
16219,M/TU 36,"array([-7.6686352 , 27.12473998])"
16220,M/TU 37,"array([-7.75004822, 27.17347261])"
16221,PPTSS 262,"array([-8.6889247 , 22.45467088])"
16222,MK 5,"array([-5.59226522, 25.40343324])"
16223,MK 31,"array([-5.42267869, 25.12336154])"
16224,M/FAN 39/2,"array([-5.82827196, 25.6909129 ])"
16225,MK2 5,"array([-5.80798326, 25.11367061])"
16226,PUN@ 2,"array([-9.35670995, 24.98702819])"
16227,MK3 20,"array([-8.24588702, 24.16014347])"
16228,JIM 92,"array([-15.3244613 ,  31.63613118])"
16229,T 307/2,"array([-15.08874138,  32.89972819])"
16230,T 324/2,"array([-14.9944864 ,  32.33393601])"
16231,M/TU 121,"array([-10.99534866,  26.06731904])"
16232,M/TU 131,"array([-9.03051436, 23.48217772])"
16233,ASM 247,"array([-11.17927896,  24.93877242])"
16234,PPTSS 184,"array([-9.52427361, 23.37688794])"
16235,PPTSS 185,"array([-8.24624687, 22.78031101])"
16236,AA2 34,"array([-8.15625786, 32.37355762])"
16237,AA2 21,"array([-8.22973568, 32.52231329])"
16238,AA2 25,"array([-8.23599079, 32.62402539])"
16239,AA2 26,"array([-8.03582124, 32.22245556])"
16240,AA2 32,"array([-8.13870668, 32.47928258])"
16241,AA2 33,"array([-8.33819064, 32.38423285])"
16242,AA2 36,"array([-5.07936791, 35.25775837])"
16243,AA2 37,"array([-5.2346743 , 35.12030216])"
16244,AA2 39,"array([-5.34278316, 35.35743525])"
16245,M/GN 7,"array([-4.96383624, 35.02164931])"
16246,SM/E 15,"array([-13.86727221,  19.75519332])"
16247,SM/E 16,"array([-12.0127477 ,  23.58951457])"
16248,MOKF 19,"array([-12.26917552,  24.35211553])"
16249,DHKF 6/2,"array([-12.80321333,  19.18309839])"
16250,DHKF 1,"array([-12.52065179,  19.19637781])"
16251,DHKF 5,"array([-12.64981391,  19.06975079])"
16252,MOKF:BB,"array([-13.51362656,  19.01632208])"
16253,MOKF 1,"array([-12.86951681,  18.09023724])"
16254,MOKF 17,"array([-13.4939537 ,  19.82884459])"
16255,MOKF 18,"array([-13.0469425 ,  19.55391456])"
16256,MOKF 21,"array([-12.62459456,  18.13007966])"
16257,GSMOKF 1,"array([-12.65909581,  19.27689277])"
16258,GSS-M 2,"array([-12.5222993 ,  21.39915046])"
16259,MOKF 22,"array([-13.1881406 ,  19.34932489])"
16260,MOKF 23,"array([-13.0577052 ,  19.41522394])"
16261,MOKF 24,"array([-12.96443487,  19.6831419 ])"
16262,MOKF 26,"array([-12.85664286,  19.3735062 ])"
16263,MOKF 27,"array([-13.03306332,  19.08070649])"
16264,GSMOKF 2,"array([-12.91093062,  19.5304138 ])"
16265,GSMOKF 3,"array([-13.77491382,  19.86375454])"
16266,MOKF 28,"array([-13.19761599,  19.60315285])"
16267,GSMOKF 4,"array([-13.3543161 ,  19.40208807])"
16268,MOKF 45,"array([-13.28308842,  20.54171415])"
16269,MOKF 46,"array([-13.12293368,  19.83421043])"
16270,MOKF 47,"array([-13.58234219,  19.58027917])"
16271,MOKF 48,"array([-13.49044233,  19.73345762])"
16272,MOKF 49,"array([-13.31022576,  19.90716803])"
16273,MOKF 50,"array([-13.44285258,  19.92656154])"
16274,MOKF 55,"array([-13.00369169,  19.26173967])"
16275,MOKF 64,"array([-12.82986109,  19.0350835 ])"
16276,MOKF 80,"array([-13.27628799,  19.79541587])"
16277,MOKF 83,"array([-13.73009938,  19.74109515])"
16278,MOKF 84,"array([-13.91231949,  20.00880948])"
16279,MOKF 85,"array([-13.46786034,  19.62175715])"
16280,MOKF 86,"array([-13.61859646,  19.82939779])"
16281,MOKF 88,"array([-13.16701939,  19.72476917])"
16282,MOKF 89,"array([-13.23859508,  19.48728242])"
16283,MOKF 116,"array([-13.66794139,  19.94167684])"
16284,MOKF 117,"array([-13.35320586,  19.70309797])"
16285,MOKF 118,"array([-13.33031624,  19.58061774])"
16286,IM:BB 2,"array([-9.85869173, 29.68251629])"
16287,IM3 26,"array([-7.92989075, 30.53526988])"
16288,IM3 28,"array([-8.51020114, 30.51158816])"
16289,IM3 30,"array([-8.3488266 , 32.10729715])"
16290,IM3 31,"array([-8.51797559, 32.19340986])"
16291,IM3 32,"array([-7.99500441, 32.59355171])"
16292,IM3 34,"array([-9.03094368, 32.21446931])"
16293,IM3 36,"array([-8.11548882, 30.10599245])"
16294,IM3 40,"array([-9.06599589, 31.67607857])"
16295,NEW TEEN TITANS,"array([-12.54796369,  16.95607551])"
16296,UX '00,"array([-18.30607082,  27.66998222])"
16297,SGTF@ 1,"array([-7.56801089, 27.42033351])"
16298,NF3 38,"array([-7.53389955, 26.62215738])"
16299,FF 21,"array([-11.58377004,  29.12393172])"
16300,ST 136,"array([-7.4176266 , 28.41299426])"
16301,TOS 78,"array([-8.62494877, 30.16338083])"
16302,NFAOS 3,"array([-6.97319326, 27.69252517])"
16303,NFAOS 4,"array([-7.30532494, 26.97204664])"
16304,NFAOS 6,"array([-7.27269267, 27.23898267])"
16305,H2 108,"array([-9.05657363, 29.83384126])"
16306,IM 16,"array([-10.40747962,  28.05325158])"
16307,IM 33,"array([-8.36656593, 29.0979286 ])"
16308,IM 40,"array([-7.95905048, 29.67574631])"
16309,AT 17,"array([-11.87976438,  26.49809444])"
16310,AT 18,"array([-11.93378006,  26.33381628])"
16311,AT 19,"array([-11.89719264,  26.41119406])"
16312,AT 20,"array([-12.03567182,  26.09741896])"
16313,FF 154,"array([-12.79783272,  27.39399558])"
16314,M/SPT 32,"array([-8.83266368, 25.99195749])"
16315,M/TIO 30,"array([-12.16404052,  26.97595985])"
16316,DEF 54/2,"array([-9.48487853, 30.44449982])"
16317,NO 18,"array([-12.03082217,  25.57380827])"
16318,MICRO 13,"array([-6.97885897, 27.31039197])"
16319,IM 119,"array([-8.7553921 , 27.87137429])"
16320,M/TU 95,"array([-9.17021216, 26.65464881])"
16321,M/TIO 77,"array([-11.88305814,  29.96463482])"
16322,JOH 1,"array([-8.96709003, 26.23412141])"
16323,FF 291,"array([-12.29671903,  29.8475873 ])"
16324,FF 292,"array([-12.1525558 ,  28.55226365])"
16325,COMET 4,"array([-12.57688423,  28.56347098])"
16326,COMET 5,"array([-12.74248294,  27.10169774])"
16327,NF3 11,"array([-15.62412257,  31.59967977])"
16328,PUN2 41,"array([-8.71900549, 24.76126075])"
16329,M/SH3 4,"array([-9.00017095, 24.99703411])"
16330,P:POV 2,"array([-8.91027507, 25.25070462])"
16331,P:POV 3,"array([-8.83798927, 24.88139515])"
16332,IM 282,"array([-7.99682664, 30.06330204])"
16333,NF3 37/2,"array([-7.49506635, 26.7053902 ])"
16334,NF3 39,"array([-7.09340194, 27.12194841])"
16335,WARM 4,"array([-9.38277807, 29.63678596])"
16336,ST2,"array([-7.26597912, 28.62998362])"
16337,WARM 15,"array([-7.5974542 , 30.47473691])"
16338,H3 10,"array([-10.62951812,  31.19393865])"
16339,H3 1/2,"array([-8.95960033, 29.96241782])"
16340,DE:A,"array([-6.69234071, 22.71819547])"
16341,H2 433,"array([-9.00494127, 26.32584685])"
16342,PUN4 1,"array([-6.92501296, 24.35941815])"
16343,PUN4 2,"array([-6.73397163, 24.30602779])"
